1.463310344,	4.706378128
2.033704143,	2.94468085
2.641335733,	2.060221858
3.203946932,	1.61807058
3.616680348,	1.529932998
3.978179064,	1.530168363
4.339492441,	1.530600715
4.701346078,	1.530331009
5.063007678,	1.530309607
5.424743451,	1.530215442
5.786083985,	1.530510806
6.264468618,	1.427435601
6.816372541,	1.281401476
7.57339057,	1.017567713
8.496998713,	0.707544552
9.233217591,	0.548793483
9.900374672,	0.444276248
10.5268244,	0.369788862
11.12783112,	0.313509028
11.71038646,	0.269713913
12.2795016,	0.234699558
12.83851497,	0.20609394
13.3892095,	0.182472461
13.93314737,	0.162734985
14.47190254,	0.145964903
15.00600346,	0.131679708
15.53660295,	0.1193046
16.06397826,	0.108571298
16.5885573,	0.099211207
17.11069712,	0.091008071
17.63066214,	0.083794438
18.14872596,	0.077421201
18.66545703,	0.071692426
19.18069979,	0.066587813
19.69043859,	0.062885631
